ID,Title,Keywords,Link,Embedding Dim
139,Metabolomics profile of the secretome of space-flown oligodendrocytes.,"space flown oligodendrocytes, flown oligodendrocytes, metabolomics profile secretome, oligodendrocytes, secretome space flown, secretome space, metabolomics, profile secretome space",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,1536
140,Metabolomic profiling of the secretome from human neural stem cells flown into space.,"metabolomic profiling secretome, secretome human neural, profiling secretome, secretome, profiling secretome human, neural stem cells, secretome human, human neural stem",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,1536
141,"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit","exploration space low, low earth orbit, space low earth, challenges exploration space, exploration space, low earth, space low, earth orbit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,1536
142,Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,"alterations proteomes arabidopsis, proteomes arabidopsis, arabidopsis, proteomes, specific alterations proteomes, alterations proteomes, spaceflight induces specific, spaceflight induces",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,1536
143,The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,"gravity sensing auxin, auxin gradient roots, sensing auxin gradient, sensing auxin, auxin gradient, roots gfp reporter, auxin, roots gfp",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,1536
144,Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,"skewing arabidopsis roots, skewing arabidopsis, arabidopsis roots involves, arabidopsis roots, arabidopsis, environmental signaling pathways, disparate environmental signaling, skewing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,1536
145,"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana","insertion line arabidopsis, characterization salk_084889 dna, salk_084889 dna insertion, line arabidopsis thaliana, dna insertion line, salk_084889 dna, line arabidopsis, arabidopsis thaliana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/,1536
146,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"arabidopsis spaceflight transcriptome, arabidopsis spaceflight, genetic dissection arabidopsis, dissection arabidopsis spaceflight, adaptation plants spaceflight, dissection arabidopsis, plants spaceflight, spaceflight transcriptome responses",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,1536
147,Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,"arabidopsis dna insertion, characterization arabidopsis dna, arabidopsis dna, phenotypic characterization arabidopsis, dna insertion line, characterization arabidopsis, arabidopsis, insertion line salk_063500",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,1536
148,Utilization of single‐image normalized difference vegetation index (SI‐NDVI) for early plant stress detection,"plant stress detection, difference vegetation index, vegetation index si, vegetation index, normalized difference vegetation, plant stress, early plant stress, difference vegetation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,1536
149,Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,"rna seq microarray, arabidopsis root apex, microarray gene expression, seq microarray gene, comparing rna seq, arabidopsis root, zones arabidopsis root, data zones arabidopsis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,1536
150,Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,"splicing seedling development, seedling development arabidopsis, splicing seedling, alternative splicing seedling, development arabidopsis, induced alternative splicing, seedling development, development arabidopsis thaliana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,1536
151,The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,"space greenhouse antarctica, iss space greenhouse, greenhouse antarctica 2018, greenhouse antarctica, monitoring eden iss, space greenhouse, antarctica 2018 experiment, plant health monitoring",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,1536
152,Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,"root skewing associated, spaceflight response arabidopsis, response arabidopsis thaliana, response arabidopsis, root skewing, skewing associated genes, arabidopsis thaliana, arabidopsis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,1536
153,Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,"cartilage sternal fibrocartilage, articular cartilage sternal, cartilage sternal, articular cartilage, sternal fibrocartilage respond, sternal fibrocartilage, differently extended microgravity, microgravity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,1536
154,Host-microbe interactions in microgravity: assessment and implications.,"microbe interactions microgravity, host microbe interactions, microbe interactions, interactions microgravity, host microbe, interactions microgravity assessment, microgravity assessment implications, microgravity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,1536
155,Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,"euprymna scolopes light, crypt cell brush, border euprymna scolopes, euprymna scolopes, brush border euprymna, cues symbiont microbe, scolopes light organ, symbiont microbe associated",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,1536
156,Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,"genome evolution cephalopods, evolution cephalopods, cephalopods, symbiotic organs shaped, genome evolution, symbiotic organs, modes genome evolution, genome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,1536
157,Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,"microgravity alters lipopolysaccharide, membrane vesicle production, lipopolysaccharide outer membrane, membrane vesicle, outer membrane vesicle, vesicle production beneficial, vesicle production, beneficial symbiont vibrio",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,1536
158,Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,"cephalopod gene regulation, novel cephalopod gene, cephalopod gene, emergence novel cephalopod, novel cephalopod, genome reorganization, cephalopod, scale genome reorganization",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,1536
159,Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,"squid vibrio symbiosis, caspase activity squid, microgravity alters apoptotic, activity squid vibrio, squid vibrio, gene expression caspase, apoptotic gene expression, expression caspase activity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,1536
160,In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,"cartilage grafts based, functional cartilage grafts, cartilage grafts, mechanically functional cartilage, functional cartilage, stem cells 3d, caprolactone scaffolds, human stem cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,1536
161,Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,"chondrogenesis mineralization vitro, mesenchymal stem cells, chondrogenesis mineralization, human mesenchymal stem, mesenchymal stem, chondrogenesis, mineralization vitro culture, stem cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,1536
162,Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,"microbiome metadata standards, microbiome metadata, national microbiome data, report national microbiome, microbiome data collaborative, microbiome data, national microbiome, microbiome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,1536
163,Spaceflight alters host-gut microbiota interactions,"host gut microbiota, gut microbiota interactions, gut microbiota, microbiota interactions, microbiota, host gut, alters host gut, spaceflight alters host",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,1536
164,Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,"marcescens simulated microgravity, serratia marcescens simulated, induced serratia marcescens, asparagine biosynthesis mechanism, asparagine biosynthesis, lethality induced serratia, serratia marcescens, induced serratia",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,1536
165,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,"genomic analysis cohnella, analysis cohnella hashimotonis, cohnella hashimotonis sp, cohnella hashimotonis, analysis cohnella, cohnella, hashimotonis sp nov, hashimotonis sp",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,1536
166,Characterization of metagenome-assembled genomes from the International Space Station,"metagenome assembled genomes, characterization metagenome assembled, metagenome assembled, assembled genomes international, assembled genomes, genomes international space, characterization metagenome, metagenome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,1536
167,Biocontrol in built environments to reduce pathogen exposure and infection risk.,"biocontrol built environments, biocontrol built, biocontrol, reduce pathogen exposure, environments reduce pathogen, reduce pathogen, pathogen exposure, pathogen exposure infection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,1536
168,Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,"calcium oscillations arabidopsis, cytosolic free calcium, oscillations arabidopsis, free calcium oscillations, calcium oscillations, extracellular nucleotides elicit, nucleotides elicit cytosolic, extracellular nucleotides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,1536
169,"Calcium, mechanical signaling, and tip growth","calcium mechanical signaling, signaling tip growth, mechanical signaling tip, calcium mechanical, signaling tip, tip growth, mechanical signaling, calcium",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,1536
170,Gravitropism and mechanical signaling in plants.,"gravitropism mechanical signaling, mechanical signaling plants, signaling plants, gravitropism mechanical, gravitropism, mechanical signaling, plants, signaling",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,1536
171,"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.","stress induced ca2, root shoot signaling, signaling plants, induced ca2 waves, ca2 waves associated, induced ca2, shoot signaling plants, ca2 waves",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,1536
172,Gravitropic signaling in plants,"gravitropic signaling plants, gravitropic signaling, signaling plants, gravitropic, signaling, plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,1536
173,Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,"amyloplast dynamics arabidopsis, arabidopsis zigzag1 hypocotyls, enhances amyloplast dynamics, wortmannin induced vacuole, fusion enhances amyloplast, enhances amyloplast, dynamics arabidopsis zigzag1, amyloplast dynamics",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,1536
174,A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,"salt stress arabidopsis, stress arabidopsis roots, arabidopsis roots, calcium wave dependent, calcium wave, stress arabidopsis, assisted calcium wave, ros assisted calcium",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,1536
175,"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants","systemic signaling plants, signaling plants, calcium electric signals, ros calcium electric, ros calcium, rapid systemic signaling, systemic signaling, calcium electric",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,1536
176,Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,"calcium signals insect, recording arabidopsis calcium, arabidopsis calcium signals, vivo recording arabidopsis, recording arabidopsis, using fluorescent biosensor, fluorescent biosensor, signals insect feeding",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,1536
177,"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals","signaling plants ca2, signaling plants, distance signaling plants, plants ca2 ros, plants ca2, ca2 ros electrical, ros electrical signals, long distance signaling",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,1536
178,"Glutamate triggers long-distance, calcium-based plant defense signaling.","plant defense signaling, glutamate triggers, glutamate, glutamate triggers long, plant defense, based plant defense, calcium based plant, defense signaling",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,1536
179,Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,"arabidopsis space transcriptome, test arabidopsis space, plant biology spaceflight, test arabidopsis, arabidopsis space, space transcriptome discovery, space transcriptome, arabidopsis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,1536
180,Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,"regulate ca2 signals, tonoplast localized ca2, pumps regulate ca2, triggered immunity arabidopsis, ca2 pumps regulate, ca2 signals, ca2 signals pattern, regulate ca2",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,1536
181,The fast and the furious: Rapid long-range signaling in plants.,"signaling plants, range signaling plants, long range signaling, range signaling, plants, signaling, rapid long range, furious rapid long",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,1536
182,Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,"rad bio app, rad bio, spaceflight related radiation, radiation exposures, discovery environment biologists, biologists explore spaceflight, related radiation exposures, bio app discovery",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,1536
183,The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,"transporter cax1 participates, vacuolar ca transporter, cax1 participates submergence, anoxia stress responses, ca transporter cax1, participates submergence anoxia, submergence anoxia stress, transporter cax1",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,1536
184,Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,"microgravity response arabidopsis, arabidopsis plant transcriptome, plant transcriptome, response arabidopsis, response arabidopsis plant, arabidopsis, space flight microgravity, arabidopsis plant",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,1536
185,"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture","changes skeletal microarchitecture, skeletal microarchitecture, ionizing radiation age, radiation age, radiation age related, microarchitecture, dose ionizing radiation, low dose ionizing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,1536
186,Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,"pro osteoclastogenic genes, osteoclastogenic genes marrow, osteoclastogenic genes, pro osteoclastogenic, expression pro osteoclastogenic, osteoclastogenic, radiation stimulates expression, ionizing radiation stimulates",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,1536
187,Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,"preservation multiple mammalian, multiple mammalian tissues, tissues maximize science, mammalian tissues, mammalian tissues maximize, spaceflight experiments, multiple mammalian, tissues",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,1536
188,Hindlimb Unloading: Rodent Analog for Microgravity,"rodent analog microgravity, hindlimb unloading rodent, analog microgravity, microgravity, unloading rodent analog, rodent analog, unloading rodent, rodent",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,1536
189,Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,"vascular responses spaceflight, redox signaling, redox signaling impact, skeletal vascular responses, vascular responses, signaling impact skeletal, skeletal vascular, responses spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,1536
190,Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,"prolonged simulated weightlessness, weightlessness hindlimb unloading, simulated weightlessness hindlimb, weightlessness hindlimb, simulated weightlessness, weightlessness, hindlimb unloading, isolation prolonged simulated",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,1536
191,Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,"duration space habitation, new rodent experimental, rodent experimental, rodent experimental investigate, validation new rodent, space habitation, rodent, new rodent",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,1536
192,Skeletal tissue regulation by catalase over-expression in mitochondria,"catalase expression mitochondria, tissue regulation catalase, expression mitochondria, regulation catalase expression, regulation catalase, mitochondria, skeletal tissue regulation, catalase expression",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,1536
193,Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,"catalase mitochondria mitigates, overexpression catalase mitochondria, hippocampal cytokine expression, catalase mitochondria, hippocampal cytokine, changes hippocampal cytokine, mitigates changes hippocampal, changes hippocampal",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,1536
194,An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,"drosophila kae1 mutants, t6a biogenesis, drosophila kae1, requirements t6a biogenesis, series drosophila kae1, kae1 mutants reveals, kae1 mutants, allelic series drosophila",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,1536
195,Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,"parasites drosophila, weaponize parasites drosophila, eukaryotic secretion systems, bacterial eukaryotic secretion, eukaryotic secretion, organelles elements bacterial, novel organelles, drosophila",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,1536
196,A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,"eicosanoid pathway drosophila, pathway drosophila melanogaster, functional eicosanoid pathway, pathway drosophila, eicosanoid pathway, drosophila melanogaster, functional eicosanoid, drosophila",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,1536
197,Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,"proteins leptopilina heterotoma, vesicle proteins leptopilina, proteins leptopilina, leptopilina heterotoma encoded, leptopilina heterotoma, wasp genome, encoded wasp genome, heterotoma encoded wasp",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,1536
198,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,"serratia marcescens drosophila, marcescens drosophila melanogaster, marcescens drosophila, virulence serratia marcescens, drosophila melanogaster infection, increase virulence serratia, virulence serratia, melanogaster infection model",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,1536
199,A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,"parasitoid wasp drosophila, wasp drosophila, wasp drosophila employs, parasitoid wasp, drosophila employs preemptive, wasp, drosophila, drosophila employs",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,1536
200,In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,"motif knottin proteins, drosophila parasitoid venom, knottin proteins, venom peptide reveals, motif knottin, parasitoid venom peptide, venom peptide, clip motif knottin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,1536
201,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,"drosophila parasitoids space, drosophila parasitoids, spaceflight hosts parasitoids, hosts parasitoids, parasitoids space, parasitoids, parasitoids space unexpected, drosophila",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,1536
202,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,"drosophila parasitoids space, drosophila parasitoids, spaceflight hosts parasitoids, hosts parasitoids, parasitoids space, parasitoids, parasitoids space unexpected, drosophila",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,1536
203,Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,"radiation increases chromosome, lymphoblastic cells simulated, cells simulated microgravity, human lymphoblastic cells, increases chromosome aberrations, microgravity radiation, simulated microgravity radiation, microgravity radiation increases",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,1536
204,Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,"microgravity revealed genome, survival microgravity revealed, survival microgravity, required survival microgravity, microgravity revealed, genome wide yeast, microgravity, yeast deletion collections",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,1536
205,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,"yeast colonies spaceflight, metabolic adaptation yeast, adaptation yeast colonies, adaptation yeast, yeast colonies, metabolic adaptation, meditated metabolic adaptation, colonies spaceflight microgravity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,1536
206,Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,"flight mouse liver, effects space flight, space flight, space flight mouse, mouse liver versus, mouse liver, liver versus kidney, kidney gene pathway",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,1536
207,Yeast in Space,"yeast space, yeast, space",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,1536
208,Endocrine Effects of Space Flight,"effects space flight, endocrine effects space, endocrine effects, space flight, endocrine, effects space, flight, effects",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,1536
209,Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,"tubular cells nephrotoxicity, cells nephrotoxicity assays, cells nephrotoxicity, shear stress renal, nephrotoxicity assays, renal proximal tubular, nephrotoxicity, stress renal proximal",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,1536
210,Bone hemodynamic responses to changes in external pressure.,"bone hemodynamic responses, bone hemodynamic, changes external pressure, hemodynamic responses changes, hemodynamic responses, external pressure, hemodynamic, bone",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,1536
211,Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,"flight spine injury, post flight spine, spine injury mechanisms, spine injury, flight spine, spine, pain space, pain space post",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,1536
212,Fifteen days of microgravity causes growth in calvaria of mice,"growth calvaria mice, microgravity causes growth, calvaria mice, days microgravity causes, causes growth calvaria, days microgravity, growth calvaria, microgravity causes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,1536
213,Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,"disc compression children, low pain upright, altered disc compression, idiopathic low pain, low pain, pain upright magnetic, pain upright, compression children idiopathic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,1536
214,Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,"spaceflight induced bone, strength murine spinal, induced bone loss, bone loss, bone loss alters, murine spinal segments, murine spinal, spinal",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,1536
215,Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,"spaceflight associated vascular, vascular remodeling gene, expression mouse calvaria, mouse calvaria, associated vascular remodeling, vascular remodeling, gene expression mouse, associated vascular",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,1536
216,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.","exposure mycobacterium marinum, mycobacterium marinum low, mycobacterium marinum, exposure mycobacterium, mycobacterium, microgravity effect growth, shear modeled microgravity, microgravity effect",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,1536
217,Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,"persistence flax roots, flax roots, mechanostimulation gravitropism signal, effects mechanostimulation gravitropism, mechanostimulation gravitropism, signal persistence flax, gravitropism signal persistence, persistence flax",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,1536
218,Oxygen dependency of germinating Brassica seeds.,"germinating brassica seeds, germinating brassica, dependency germinating brassica, brassica seeds, oxygen dependency germinating, brassica, oxygen dependency, seeds",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,1536
219,"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides","fern pleopeltis polypodioides, resurrection fern pleopeltis, fern pleopeltis, pleopeltis polypodioides, stress resurrection fern, resurrection fern, polypodioides, desiccation mitigates heat",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,1536
220,Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,"auxin related genes, transcription profile auxin, auxin related, hypocotyl curvature brassica, curvature brassica rapa, auxin, profile auxin related, genes positively gravitropic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,1536
221,High-gradient magnetic fields and starch metabolism: Results from a space experiment.,"magnetic fields starch, fields starch metabolism, starch metabolism, starch metabolism results, fields starch, gradient magnetic fields, magnetic fields, starch",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,1536
222,Lipid rafts and plant gravisensitivity.,"lipid rafts plant, rafts plant gravisensitivity, plant gravisensitivity, lipid rafts, gravisensitivity, rafts plant, lipid, rafts",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,1536
223,Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,"bacterial mechanosensitive channel, characterization bacterial mechanosensitive, bacterial mechanosensitive, xenopus laevis oocytes, mechanosensitive channel mscs, mechanosensitive channel, channel mscs xenopus, laevis oocytes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,1536
224,United in Diversity: Mechanosensitive Ion Channels in Plants,"ion channels plants, diversity mechanosensitive ion, mechanosensitive ion channels, ion channels, mechanosensitive ion, channels plants, diversity mechanosensitive, united diversity mechanosensitive",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,1536
225,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,"mechanosensitive channels xenopus, channels xenopus oocytes, xenopus oocytes, mechanosensitive channels, characterizing mechanosensitive channels, channels xenopus, xenopus, expressing characterizing mechanosensitive",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,1536
226,The ongoing search for the molecular basis of plant osmosensing,"plant osmosensing, basis plant osmosensing, osmosensing, molecular basis plant, search molecular basis, search molecular, ongoing search molecular, basis plant",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,1536
227,Plastid osmotic stress influences cell differentiation at the plant shoot apex.,"plastid osmotic stress, plastid osmotic, osmotic stress influences, osmotic stress, stress influences cell, cell differentiation plant, influences cell differentiation, differentiation plant shoot",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,1536
228,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,"hair cells mammalian, cells mammalian utricle, synaptic modifications hair, spaceflight induced synaptic, mammalian utricle, hair cells, modifications hair cells, induced synaptic modifications",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,1536
229,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,"clinorotation mesenchymal stem, mesenchymal stem cell, frequency clinorotation mesenchymal, stem cell morphology, mesenchymal stem, cell morphology migration, clinorotation mesenchymal, angular frequency clinorotation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,1536
230,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.","fgf bmp regulation, role fgf bmp, bmp regulation gene, fgf bmp, cell proliferation mineralization, proliferation mineralization, role fgf, fgf",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,1536
231,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.","supplements cox igf, nutritional supplements cox, surveillance prostate cancer, supplements cox, nutritional supplements, active surveillance prostate, prostate cancer, surveillance prostate",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,1536
232,To Infinity and Beyond! Human spaceflight and life science.,"infinity human spaceflight, human spaceflight life, spaceflight life science, human spaceflight, spaceflight life, spaceflight, infinity human, life science",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,1536
233,Hyperoxia inhibits T cell activation in mice,"hyperoxia inhibits cell, hyperoxia inhibits, hyperoxia, cell activation mice, inhibits cell activation, activation mice, inhibits cell, cell activation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,1536
